player_id,name,team,league,sofascore_id,full_name,nationality,position,jersey_number,preferred_foot,height_cm,birth_date,team_name,team_id,market_value_eur,contract_until,national_team_country,is_international,stat_rating,stat_totalRating,stat_countRating,stat_goals,stat_bigChancesCreated,stat_bigChancesMissed,stat_assists,stat_expectedAssists,stat_goalsAssistsSum,stat_accuratePasses,stat_inaccuratePasses,stat_totalPasses,stat_accuratePassesPercentage,stat_accurateOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_accurateFinalThirdPasses,stat_keyPasses,stat_successfulDribbles,stat_successfulDribblesPercentage,stat_tackles,stat_interceptions,stat_yellowCards,stat_directRedCards,stat_redCards,stat_accurateCrosses,stat_accurateCrossesPercentage,stat_totalShots,stat_shotsOnTarget,stat_shotsOffTarget,stat_groundDuelsWon,stat_groundDuelsWonPercentage,stat_aerialDuelsWon,stat_aerialDuelsWonPercentage,stat_totalDuelsWon,stat_totalDuelsWonPercentage,stat_minutesPlayed,stat_goalConversionPercentage,stat_penaltiesTaken,stat_penaltyGoals,stat_penaltyWon,stat_penaltyConceded,stat_shotFromSetPiece,stat_freeKickGoal,stat_goalsFromInsideTheBox,stat_goalsFromOutsideTheBox,stat_shotsFromInsideTheBox,stat_shotsFromOutsideTheBox,stat_headedGoals,stat_leftFootGoals,stat_rightFootGoals,stat_accurateLongBalls,stat_accurateLongBallsPercentage,stat_clearances,stat_errorLeadToGoal,stat_errorLeadToShot,stat_dispossessed,stat_possessionLost,stat_possessionWonAttThird,stat_totalChippedPasses,stat_accurateChippedPasses,stat_touches,stat_wasFouled,stat_fouls,stat_hitWoodwork,stat_ownGoals,stat_dribbledPast,stat_offsides,stat_blockedShots,stat_passToAssist,stat_saves,stat_cleanSheet,stat_penaltyFaced,stat_penaltySave,stat_savedShotsFromInsideTheBox,stat_savedShotsFromOutsideTheBox,stat_goalsConcededInsideTheBox,stat_goalsConcededOutsideTheBox,stat_punches,stat_runsOut,stat_successfulRunsOut,stat_highClaims,stat_crossesNotClaimed,stat_matchesStarted,stat_penaltyConversion,stat_setPieceConversion,stat_totalAttemptAssist,stat_totalContest,stat_totalCross,stat_duelLost,stat_aerialLost,stat_attemptPenaltyMiss,stat_attemptPenaltyPost,stat_attemptPenaltyTarget,stat_totalLongBalls,stat_goalsConceded,stat_tacklesWon,stat_tacklesWonPercentage,stat_scoringFrequency,stat_yellowRedCards,stat_savesCaught,stat_savesParried,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totwAppearances,stat_expectedGoals,stat_goalKicks,stat_ballRecovery,stat_outfielderBlocks,stat_appearances,sofascore_rating,attr_att,attr_cre,attr_tec,attr_def,attr_tac,stat_goalsPrevented,stat_kilometersCovered,stat_numberOfSprints,stat_topSpeed,stat_km_per90,stat_sprints_per90,season
831005,Raphinha,FC Barcelona,La Liga,831005,Raphinha,Brazil,M,11.0,Left,176.0,1996-12-14,FC Barcelona,2817,63000000.0,2028-06-30,,0,7.5090909090909,165.2,22,13,11,6,3,5.81303895,16,519,120,639,81.220657276995,129,390,249,43,21,51.219512195122,15,5,5,0,0,19,25.675675675676,65,24,25,46,45.098039215686,3,42.857142857143,49,44.954128440367,1388,20.0,3,3,1,0,4,1,10,3,39,26,1,10,2,27,57.446808510638,11,0,0,13,248,13,42,21,980,10,10,5,0,14,4,16,2,0,3,0,0,0,0,8,1,0,0,0,0,0,18,100.0,25.0,41,41,74,60,4,0,0,0,47,9,6,40.0,106.76923076923,0,0,0,141,498,5,10.3591,0,47,1.0,22,7.5090909090909,85.0,88.0,81.0,40.0,65.0,,160.97,480.0,35.61,10.44,31.1,LaLiga 25/26
868812,Vinícius Júnior,Real Madrid,La Liga,868812,Vinícius Júnior,Brazil,F,7.0,Right,176.0,2000-07-12,Real Madrid,2829,146000000.0,2032-06-30,,0,7.5,270.0,36,16,7,13,5,5.6033829,21,939,190,1129,83.170947741364,127,812,555,70,87,44.615384615385,29,2,8,0,0,9,14.754098360656,101,46,29,197,49.622166246851,0,0.0,197,48.883374689826,2825,15.841584158416,5,4,4,0,0,0,14,2,74,27,0,2,14,38,64.406779661017,1,0,1,44,511,23,70,42,1871,81,38,4,0,13,13,26,0,0,4,0,0,0,0,23,7,0,0,0,0,0,32,80.0,0.0,70,195,61,206,6,0,0,1,59,30,15,51.724137931034,176.5625,0,0,0,149,980,9,13.6495,0,88,0.0,36,7.5,81.0,76.0,68.0,26.0,55.0,,298.54,675.0,36.21,9.51,21.5,LaLiga 25/26
1544428,Iker Luque,Atlético Madrid,La Liga,1544428,Iker Luque,Spain,M,37.0,Right,168.0,2005-06-05,Atlético Madrileño,24326,2200000.0,2028-06-30,,0,7.5,7.5,1,1,0,1,0,0.0338345,1,6,1,7,85.714285714286,1,5,3,0,0,0.0,1,0,0,0,0,0,0.0,3,2,1,1,25.0,1,50.0,2,33.333333333333,27,33.333333333333,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0.0,0,0,0,1,4,1,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,0,0,0,1,0,0,0.0,27.0,0,0,0,1,6,0,0.395,0,1,0.0,1,7.5,55.0,50.0,69.0,30.0,24.0,,3.92,12.0,33.69,,,LaLiga 25/26
556884,Matías Dituro,Elche,La Liga,556884,Matías Dituro,Argentina,G,1.0,Right,191.0,1987-05-08,Elche,2846,105000.0,2027-06-30,,0,7.3636363636364,162.0,22,0,0,0,0,0.1196407,0,890,290,1180,75.423728813559,704,186,58,3,0,0.0,0,1,1,0,0,0,0.0,0,0,0,6,54.545454545455,12,100.0,18,78.260869565217,1980,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,49.908925318761,23,2,3,0,296,0,219,144,1400,7,0,0,0,5,0,0,1,64,4,5,0,42,21,21,8,10,21,17,23,0,22,0.0,0.0,2,0,0,5,0,0,0,0,549,29,0,0.0,0.0,0,0,18,753,427,1,,115,229,0.0,22,7.3636363636364,,,,,61.0,-0.8878,73.15,5.0,28.97,3.33,0.2,LaLiga 25/26
930267,Joan García,FC Barcelona,La Liga,930267,Joan García,Spain,G,13.0,Right,193.0,2001-05-04,FC Barcelona,2817,46000000.0,2031-06-30,,0,7.34,220.2,30,0,0,0,0,0.01055806,0,768,88,856,89.719626168224,742,26,4,0,1,100.0,6,2,1,0,0,0,0.0,0,0,0,11,91.666666666667,7,100.0,18,94.736842105263,2700,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,51.162790697674,40,1,0,1,93,0,61,44,1199,4,0,0,0,0,0,0,0,74,15,3,0,60,13,20,1,6,52,52,20,0,30,0.0,0.0,0,1,0,1,0,0,0,0,172,21,4,66.666666666667,0.0,0,2,12,771,85,1,,103,277,0.0,30,7.34,,,,,84.0,10.2397,27.81,0.0,26.83,0.93,0.0,LaLiga 25/26
831808,Federico Valverde,Real Madrid,La Liga,831808,Federico Valverde,Uruguay,M,8.0,Right,181.0,1998-07-22,Real Madrid,2829,87000000.0,2029-06-30,,0,7.2939393939394,240.7,33,5,8,1,8,4.73967209,13,1716,188,1904,90.126050420168,618,1098,577,43,23,63.888888888889,41,24,3,1,1,7,23.333333333333,51,22,19,78,60.9375,22,62.857142857143,100,61.349693251534,2746,9.8039215686275,0,0,0,0,4,0,2,3,12,39,0,0,5,68,60.176991150442,51,1,1,8,263,12,76,53,2322,14,18,1,0,11,1,10,0,0,10,0,0,0,0,22,6,0,0,0,0,0,31,0.0,0.0,43,36,30,63,13,0,0,0,113,28,25,60.975609756098,549.2,0,0,0,664,1240,2,2.8859,0,142,8.0,33,7.2939393939394,62.0,71.0,70.0,63.0,69.0,,304.64,564.0,36.5,9.98,18.5,LaLiga 25/26
1011375,Abdessamad Ezzalzouli,Real Betis,La Liga,1011375,Abdessamad Ezzalzouli,Morocco,M,10.0,Right,177.0,2001-12-17,Real Betis,2816,43000000.0,2029-06-30,,0,7.2931034482759,211.5,29,10,11,8,8,3.45609675,18,633,165,798,79.323308270677,177,456,264,32,39,45.348837209302,53,16,3,0,0,9,16.071428571429,73,26,27,163,54.152823920266,31,41.891891891892,194,51.733333333333,2255,13.698630136986,0,0,1,0,3,0,9,1,48,25,0,2,8,14,60.869565217391,14,0,1,44,390,25,34,12,1411,71,28,4,0,25,4,20,0,0,3,0,0,0,0,25,9,0,0,0,0,0,26,0.0,0.0,32,86,56,181,43,0,0,0,23,34,32,60.377358490566,225.5,0,0,0,224,574,4,9.1966,0,120,1.0,29,7.2931034482759,69.0,65.0,64.0,36.0,49.0,,253.34,650.0,36.32,10.11,25.9,LaLiga 25/26
1176744,Dean Huijsen,Real Madrid,La Liga,1176744,Dean Huijsen,Spain,D,24.0,Both,195.0,2005-04-14,Real Madrid,2829,66000000.0,2030-06-30,,0,7.275,203.7,28,2,1,2,2,1.18320908,4,1492,169,1661,89.825406381698,761,731,253,10,2,100.0,31,19,7,1,1,0,0.0,20,5,11,46,63.888888888889,50,60.240963855422,96,61.935483870968,2037,10.0,0,0,0,1,0,0,2,0,16,4,1,0,1,114,64.772727272727,129,0,3,2,180,1,91,51,1954,13,21,0,0,6,1,4,0,0,7,0,0,0,0,14,4,0,0,0,0,0,24,0.0,0.0,10,2,1,59,33,0,0,0,176,18,17,54.838709677419,1018.5,0,0,0,798,863,7,2.2596,16,74,17.0,28,7.275,41.0,49.0,53.0,84.0,81.0,,213.93,332.0,35.14,9.45,14.7,LaLiga 25/26
822519,Éder Militão,Real Madrid,La Liga,822519,Éder Militão,Brazil,D,3.0,Right,186.0,1998-01-18,Real Madrid,2829,21000000.0,2028-06-30,,0,7.26875,116.3,16,2,2,1,1,0.70610582,3,697,70,767,90.873533246415,400,297,87,8,3,50.0,23,11,2,0,0,0,0.0,21,9,9,39,66.101694915254,26,55.31914893617,65,61.320754716981,1141,9.5238095238095,0,0,0,0,0,0,1,1,17,4,1,0,1,43,53.086419753086,52,0,1,1,85,3,70,37,949,13,15,1,0,3,0,3,0,0,4,0,0,0,0,7,2,0,0,0,0,0,14,0.0,0.0,8,6,1,41,21,0,0,0,81,9,16,69.565217391304,570.5,0,0,0,413,354,2,1.7843,18,56,12.0,16,7.26875,45.0,51.0,54.0,85.0,80.0,,117.61,184.0,35.47,9.28,14.5,LaLiga 25/26
795222,Frenkie de Jong,FC Barcelona,La Liga,795222,Frenkie de Jong,Netherlands,M,21.0,Right,180.0,1997-05-12,FC Barcelona,2817,32000000.0,2029-06-30,,0,7.264,181.6,25,1,9,0,5,3.71575382,6,1415,87,1502,94.207723035952,443,972,468,35,5,71.428571428571,45,17,4,0,1,4,66.666666666667,7,2,3,77,69.369369369369,8,50.0,85,66.929133858268,1637,14.285714285714,0,0,0,0,0,0,1,0,6,1,0,0,1,45,81.818181818182,15,0,0,12,122,6,65,49,1696,27,10,0,0,10,2,2,0,0,5,0,0,0,0,19,2,0,0,0,0,0,16,0.0,0.0,35,7,6,42,8,0,0,0,55,21,18,40.0,1637.0,1,0,0,470,1032,2,1.1694,0,86,4.0,25,7.264,55.0,69.0,62.0,56.0,63.0,,201.72,241.0,34.52,11.09,13.2,LaLiga 25/26
991011,Jude Bellingham,Real Madrid,La Liga,991011,Jude Bellingham,England,M,5.0,Right,188.0,2003-06-29,Real Madrid,2829,151000000.0,2029-06-30,,0,7.2592592592593,196.0,27,6,4,8,4,2.1862344,10,1050,127,1177,89.209855564996,360,690,365,36,37,55.223880597015,51,14,3,0,0,4,25.0,51,26,6,142,57.723577235772,35,57.377049180328,177,57.654723127036,1917,11.764705882353,0,0,0,0,0,0,5,1,33,18,1,2,3,69,79.310344827586,18,0,0,33,250,20,59,42,1625,55,33,0,0,13,4,19,0,0,7,0,0,0,0,14,5,0,0,0,0,0,22,0.0,0.0,36,67,16,130,26,0,0,0,87,19,34,66.666666666667,319.5,0,0,0,379,798,3,7.2569,0,105,2.0,28,7.2592592592593,68.0,78.0,75.0,50.0,69.0,,220.88,419.0,34.13,10.37,19.7,LaLiga 25/26
991421,Azzedine Ounahi,Girona FC,La Liga,991421,Azzedine Ounahi,Morocco,M,18.0,Right,182.0,2000-04-19,Girona FC,24264,18500000.0,2030-06-30,,0,7.2416666666667,173.8,24,5,11,0,2,4.4186112,7,778,129,907,85.777287761852,220,558,372,36,69,51.87969924812,23,16,7,0,0,11,26.829268292683,51,19,16,153,51.342281879195,6,50.0,159,51.290322580645,1766,9.8039215686275,1,1,1,0,3,0,4,1,23,28,0,0,5,26,56.521739130435,9,0,0,40,349,12,29,13,1440,63,18,1,0,23,1,16,1,0,1,0,0,0,0,19,4,0,0,0,0,0,20,100.0,0.0,35,133,41,151,6,0,0,0,46,23,14,60.869565217391,353.2,0,0,0,243,664,4,3.3977,0,80,1.0,24,7.2416666666667,69.0,73.0,76.0,33.0,48.0,,217.86,316.0,34.71,11.1,16.1,LaLiga 25/26
134029,Mathew Ryan,Levante UD,La Liga,134029,Mathew Ryan,Australia,G,13.0,Right,184.0,1992-04-08,Levante UD,2849,1700000.0,2027-06-30,,0,7.2416666666667,260.7,36,0,0,0,0,0.07241728,0,809,332,1141,70.902716914987,641,168,53,0,0,0.0,2,1,4,0,0,0,0.0,2,0,1,4,80.0,17,94.444444444444,21,91.304347826087,3240,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,277,46.166666666667,43,0,1,0,338,0,122,82,1559,1,0,0,0,1,0,1,0,126,9,4,1,87,37,47,9,14,24,24,40,1,36,0.0,0.0,0,0,0,2,1,0,0,0,600,56,1,50.0,0.0,0,1,27,720,421,3,0.1622,250,301,0.0,36,7.2416666666667,,,,,74.0,0.7072,79.4,5.0,30.82,2.21,0.1,LaLiga 25/26
593526,Nicolas Pépé,Villarreal,La Liga,593526,Nicolas Pépé,Côte d'Ivoire,F,19.0,Left,183.0,1995-05-29,Villarreal,2819,6600000.0,2028-06-30,,0,7.2388888888889,260.6,36,8,13,7,8,6.37820103,16,726,155,881,82.406356413167,229,497,334,57,59,47.967479674797,31,16,4,0,0,24,33.333333333333,63,25,18,132,46.808510638298,18,41.860465116279,150,46.153846153846,2396,12.698412698413,1,1,3,0,1,0,8,0,47,16,0,8,0,18,51.428571428571,24,0,0,43,396,18,41,23,1480,43,23,3,0,22,14,20,3,0,3,0,0,0,0,32,3,0,0,0,0,0,26,100.0,0.0,54,123,72,175,25,0,0,0,35,35,21,67.741935483871,299.5,0,0,0,263,618,5,8.2624,0,110,1.0,36,7.2388888888889,79.0,81.0,73.0,26.0,47.0,,258.04,670.0,35.5,9.69,25.2,LaLiga 25/26
368922,Aarón Escandell,Real Oviedo,La Liga,368922,Aarón Escandell,Spain,G,13.0,Right,188.0,1995-09-27,Real Oviedo,2851,2900000.0,2029-06-30,,0,7.2361111111111,260.5,36,0,1,0,1,0.14138908,1,821,421,1242,66.10305958132,618,203,47,2,2,100.0,0,0,3,0,0,0,0.0,0,0,0,9,100.0,5,100.0,14,100.0,3240,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,42.231638418079,49,2,2,0,432,0,167,100,1615,8,1,0,0,0,0,0,0,148,10,7,2,98,48,48,8,14,35,32,20,0,36,0.0,0.0,2,2,0,0,0,0,0,0,708,56,0,0.0,0.0,0,0,38,735,507,3,,234,299,0.0,36,7.2361111111111,,,,,58.0,5.9561,115.23,7.0,30.01,3.2,0.2,LaLiga 25/26
859025,Aurélien Tchouaméni,Real Madrid,La Liga,859025,Aurélien Tchouaméni,France,M,14.0,Right,188.0,2000-01-27,Real Madrid,2829,73000000.0,2028-06-30,,0,7.2272727272727,238.5,33,1,4,4,0,2.95044934,1,1751,162,1913,91.531625718766,708,1043,428,25,3,30.0,68,47,8,0,0,1,14.285714285714,45,7,23,98,63.225806451613,72,75.789473684211,170,68.0,2622,2.2222222222222,0,0,0,0,0,0,1,0,23,22,0,0,1,66,61.682242990654,55,0,2,5,204,10,72,40,2292,27,31,0,0,16,0,15,0,0,8,0,0,0,0,21,5,0,0,0,0,0,31,0.0,0.0,25,10,7,80,23,0,0,0,107,26,41,60.294117647059,2622.0,0,0,0,752,1161,1,2.6584,0,144,13.0,33,7.2272727272727,51.0,57.0,56.0,76.0,77.0,,311.45,325.0,33.31,10.69,11.2,LaLiga 25/26
609752,Guido Rodríguez,Valencia,La Liga,609752,Guido Rodríguez,Argentina,M,2.0,Right,185.0,1994-04-12,Valencia,2828,4200000.0,2028-06-30,,0,7.225,115.6,16,4,1,0,0,0.83405631,4,615,92,707,86.987270155587,308,307,147,7,10,52.631578947368,41,10,4,0,0,1,50.0,15,5,8,79,55.244755244755,19,54.285714285714,98,55.056179775281,1308,26.666666666667,0,0,0,1,0,0,3,1,11,4,1,0,3,28,51.851851851852,40,0,2,17,134,8,45,30,947,28,21,0,0,20,0,2,0,0,3,0,0,0,0,18,1,0,0,0,0,0,14,0.0,0.0,7,19,2,80,16,0,0,0,54,19,27,65.853658536585,327.0,0,0,0,331,376,2,1.0047,0,80,7.0,16,7.225,54.0,47.0,59.0,50.0,47.0,,166.62,150.0,35.43,11.46,10.3,LaLiga 25/26
